Ano;Sigla;Região;Estado;Sigla da IES;g_IGC (Faixa);IGC (Contínuo);g_Cursos com CPC no triênio;g_Conceito Médio de Graduação;g_Conceito Médio de Mestrado;g_Conceito Médio do Doutorado;g_Alfa;g_Beta;g_Gama;Número de instituições (IGC);Medida IGC
2019;IFRO;Norte;Rondônia;IFRO;3;2,64;0;2,5;4;0;0,95;0;0;1;3
2020;IFRO;Norte;Rondônia;IFRO;3;2,64;0;2,5;4;0;0,95;0;0;1;3
2021;IFRO;Norte;Rondônia;IFRO;3;2,64;0;2,5;4;0;0,95;0;0;1;3
2022;IFRO;Norte;Rondônia;IFRO;3;2,64;0;2,5;4;0;0,95;0;0;1;3
2023;IFRO;Norte;Rondônia;IFRO;3;2,64;0;2,5;4;0;0,95;0;0;1;3
2024;IFRO;Norte;Rondônia;IFRO;3;2,64;0;2,5;4;0;0,95;0;0;1;3
2013;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2014;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2015;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2016;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2017;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2018;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2019;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2020;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2021;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2022;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2023;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2024;IFTO;Norte;Tocantins;IFTO;3;2,54;10;2,5;4;0;0,95;0;0;1;3
2013;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2014;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2015;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2016;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2017;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2018;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2019;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2020;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2021;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2022;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2023;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2024;UFABC;Sudeste;São Paulo;UFABC;5;4;20;3,5;4,4;4,5;0,45;0,3;0,15;1;5
2013;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2014;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2015;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2016;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2017;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2018;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2019;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2020;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2021;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2022;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2023;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2024;IFC;Sul;Santa Catarina;IF Catarinense;4;3,13;20;3;4;0;0,95;0;0;1;4
2013;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2014;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2015;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2016;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2017;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2018;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2019;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2020;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2021;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2022;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2023;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2024;UNIPAMPA;Sul;Rio Grande do Sul;UNIPAMPA;4;3,22;40;3;4,2;4,5;0,85;0,1;0;1;4
2013;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2014;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2015;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2016;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2017;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2018;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2019;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2020;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2021;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2022;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2023;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2024;IFB;Centro-Oeste;Distrito Federal;IFB;3;2,89;0;2,75;4;0;0,95;0;0;1;3
2013;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2014;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2015;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2016;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2017;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2018;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2019;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2020;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2021;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2022;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2023;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2024;IFBaiano;Nordeste;Bahia;IFBAIANO;3;2,83;0;2,75;4;0;0,9;0,05;0;1;3
2013;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2014;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2015;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2016;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2017;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2018;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2019;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2020;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2021;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2022;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2023;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2024;IFPR;Sul;Paraná;IFPR;3;2,93;30;2,75;4;0;0,95;0;0;1;3
2013;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2014;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2015;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2016;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2017;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2018;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2019;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2020;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2021;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2022;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2023;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2024;UNILA;Sul;Paraná;UNILA;4;3,57;10;3,25;4;0;0,8;0,15;0;1;4
2013;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2014;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2015;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2016;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2017;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2018;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2019;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2020;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2021;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2022;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2023;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2024;UFOPA;Norte;Pará;UFOPA;4;2,97;20;2,5;4,2;4,5;0,75;0,15;0;1;4
2013;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2014;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2015;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2016;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2017;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2018;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2019;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2020;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2021;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2022;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2023;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2024;UFFS;Sul;Santa Catarina;UFFS;4;3,35;30;3,25;4;0;0,9;0,05;0;1;4
2013;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2014;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2015;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2016;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2017;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2018;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2019;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2020;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2021;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2022;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2023;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2024;UNILAB;Nordeste;Ceará;UNILAB;4;3,32;10;3,25;4,1;0;0,9;0,05;0;1;4
2013;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2014;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2015;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2016;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2017;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2018;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2019;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2020;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2021;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2022;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2023;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2024;IFAC;Norte;Acre;IFAC;3;2,21;0;2;4;0;0,95;0;0;1;3
2013;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2014;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2015;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2016;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2017;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2018;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2019;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2020;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2021;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2022;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2023;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2024;IFMS;Centro-Oeste;Mato Grosso do Sul;IFMS;3;2,69;0;2,5;4;0;0,9;0,05;0;1;3
2013;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2014;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2015;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2016;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2017;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2018;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2019;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2020;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2021;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2022;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2023;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2024;IFAP;Norte;Amapá;IFAP;3;2,33;0;2,25;4;0;0,95;0;0;1;3
2013;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2014;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2015;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2016;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2017;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2018;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2019;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2020;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2021;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2022;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2023;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2024;UNIFESSPA;Norte;Pará;UNIFESSPA;4;2,99;20;2,75;4,2;0;0,85;0,1;0;1;4
2013;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2014;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2015;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2016;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2017;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2018;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2019;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2020;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2021;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2022;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2023;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2024;UFOB;Nordeste;Bahia;UFOB;4;3,28;10;3;4,2;0;0,9;0,05;0;1;4
2013;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2014;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2015;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2016;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2017;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2018;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2019;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2020;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2021;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2022;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2023;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2024;UFCA;Nordeste;Ceará;UFCA;4;3,19;10;3;4,2;4,5;0,9;0,05;0;1;4
2013;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2014;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2015;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2016;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2017;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2018;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2019;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2020;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2021;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2022;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2023;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
2024;UFSB;Nordeste;Bahia;UFSB;5;4,12;0;3,5;4;4,5;0,05;0,7;0,15;1;5
